TranscriptID,NewsProgram,NexisUni,Factiva,TranscriptDate,TitleOriginal,CaseIDA,CaseStageA,CaseIDB,CaseStageB,CaseIDC,CaseStageC,CaseIDD,CaseStageD
ABC092394,WorldNewsTonight,1,0,1994-09-23,Jury Selection In Simpson Case To Begin Monday,1993035,PostDecision,none,none,none,none,none,none
ABC022195,WorldNewsTonight,1,0,1995-02-21,Prosecution Presents Theory In Simpson Case,1995053,Cert,none,none,none,none,none,none
ABC041795,WorldNewsTonight,1,0,1995-04-17,Endangered Species Act Cost To Land Owners,1994088,Argument,none,none,none,none,none,none
Fox042507,SpecialReport,1,1,2007-04-25,Political Headlines,2006069,Argument,2006031,PostDecision,none,none,none,none
Fox062507,SpecialReport,1,1,2007-06-25,Political Headlines,2006069,Decision,2006068,Decision,none,none,none,none
ABC061995,WorldNewsTonight,1,0,1995-06-19,Russian Hostages Freed,1994083,Decision,none,none,none,none,none,none
MSNBC062705,Hardball,1,1,2005-06-27,"HARDBALL For June 27, 2005",2004075,Decision,2004078,Decision,none,none,none,none
Fox062907,SpecialReport,1,1,2007-06-29,Islamic Cleric Killed In Arizona,2006068,PostDecision,none,none,none,none,none,none
Fox103007,SpecialReport,1,1,2007-10-30,Blackwater Usa Guards Given Immunity,2007038,Argument,2001038,PostDecision,none,none,none,none
ABC062995,WorldNewsTonight,1,0,1995-06-29,Supreme Court Rules Against Racial Districting,1994091,Decision,1994090,Decision,1994088,Decision,none,none
MSNBC062805,Hardball,1,1,2005-06-28,"HARDBALL For June 28, 2005",2004075,PostDecision,2004078,PostDecision,none,none,none,none
MSNBC072105,Hardball,1,1,2005-07-21,"HARDBALL For July 21, 2005",1999088,PostDecision,none,none,none,none,none,none
Fox011508,SpecialReport,1,1,2008-01-15,Michigan Primary Coverage,2007011,Decision,none,none,none,none,none,none
MSNBC072505,Hardball,1,1,2005-07-25,"HARDBALL For July 25, 2005",1991117,PostDecision,none,none,none,none,none,none
MSNBC103105,Hardball,1,1,2005-10-31,"HARDBALL for October 31, 2005",1991117,PostDecision,none,none,none,none,none,none
Fox012208,SpecialReport,1,1,2008-01-22,Political Headlines,2006031,PostDecision,none,none,none,none,none,none
ABC062995,WorldNewsTonight,1,0,1995-06-29,Court Ruling On Religion And Free Speech At Colleges,none,none,none,none,none,none,none,none
ABC100995,WorldNewsTonight,1,0,1995-10-09,American Agenda Alabama Supreme Court's Largess,1995052,PostCert,none,none,none,none,none,none
ABC101095,WorldNewsTonight,1,0,1995-10-10,Colorado Anti-gay Rights Amendment Before Supreme Court,1995053,Argument,none,none,none,none,none,none
Fox051908,SpecialReport,1,1,2008-05-19,Political Headlines,2007038,Decision,2007039,Decision,none,none,none,none
Fox062508,SpecialReport,1,1,2008-06-25,Congress Attempts To Curtail Energy Prices,2007069,Decision,none,none,none,none,none,none
MSNBC011006,Hardball,1,1,2006-01-10,"HARDBALL for January 10, 2006",1991117,PostDecision,none,none,none,none,none,none
ABC052096,WorldNewsTonight,1,0,1996-05-20,Supreme Court Rules On Limiting Punitive Damages,1995053,Decision,1995052,Decision,none,none,none,none
ABC052096,WorldNewsTonight,1,0,1996-05-20,Supreme Court Rules On Colorado Anti-gay Laws,none,none,none,none,none,none,none,none
ABC062496,WorldNewsTonight,1,0,1996-06-24,Supreme Court To Hear Paula Jones Case,1996059,Cert,none,none,none,none,none,none
ABC062696,WorldNewsTonight,1,0,1996-06-26,Gerber To Remove Sugar And Starch From Foods,1995086,Decision,1995085,Decision,none,none,none,none
Fox102308,SpecialReport,1,1,2008-10-23,Political Headlines,2003006,PostDecision,none,none,none,none,none,none
Fox111308,SpecialReport,1,1,2008-11-13,Political Headlines,2006069,PostDecision,none,none,none,none,none,none
MSNBC042007,Hardball,1,1,2007-04-20,"For April 20, 2007",2006031,PostDecision,none,none,none,none,none,none
ABC062696,WorldNewsTonight,1,0,1996-06-26,Details Emerge of Saudi Bombing,none,none,none,none,none,none,none,none
MSNBC062207,Hardball,1,1,2007-06-22,"For June 22, 2007",2006031,PostDecision,none,none,none,none,none,none
MSNBC071907,Hardball,1,1,2007-07-19,"HARDBALL for July 19, 2007 MSNBC",2006031,PostDecision,none,none,none,none,none,none
MSNBC101008,Hardball,1,1,2008-10-10,"For October 10, 2008",2007069,PostDecision,none,none,none,none,none,none
Fox111408,SpecialReport,1,1,2008-11-14,"G20 Summit Preview, Infighting Over Bailout Funds",2009012,Cert,none,none,none,none,none,none
MSNBC032509,Hardball,1,1,2009-03-25,"HARDBALL for March 25, 2009 MSNBC",2009012,PostArgument,none,none,none,none,none,none
ABC062896,WorldNewsTonight,1,0,1996-06-28,Fda May Approve Morning-after Pill,1995090,Decision,none,none,none,none,none,none
Fox022509,SpecialReport,1,1,2009-02-25,Political Headlines,2008026,Decision,2009041,PostCert,none,none,none,none
ABC070196,WorldNewsTonight,1,0,1996-07-01,Arizona Militia Group Arrested,1995095,Decision,none,none,none,none,none,none
ABC120696,WorldNewsTonight,1,0,1996-12-06,Families Testify In Simpson Trial,1996094,Cert,none,none,none,none,none,none
ABC021897,WorldNewsTonight,1,0,1997-02-18,Oklahoma Bombing Witness Recants,1996087,PostCert,none,none,none,none,none,none
Fox060109,SpecialReport,1,1,2009-06-01,Political Headlines,2008040,PostDecision,none,none,none,none,none,none
Fox090909,SpecialReport,1,1,2009-09-09,Political Headlines,2009012,Argument,none,none,none,none,none,none
Fox100509,SpecialReport,1,1,2009-10-05,Political Headlines,2009047,PostCert,2009012,PostArgument,none,none,none,none
MSNBC050109,Hardball,1,1,2009-05-01,"For May 1, 2009",2002083,PostDecision,none,none,none,none,none,none
Fox100609,SpecialReport,1,1,2009-10-06,Political Headlines,2009047,Argument,none,none,none,none,none,none
ABC021897,WorldNewsTonight,1,0,1997-02-18,Supreme Court To Hear Religious Freedom Case,none,none,none,none,none,none,none,none
Fox012110,SpecialReport,1,1,2010-01-21,Fox News All-stars,2009012,Decision,none,none,none,none,none,none
Fox012110,SpecialReport,1,1,2010-01-21,Political Headlines,none,none,none,none,none,none,none,none
Fox012210,SpecialReport,1,1,2010-01-22,Fox News All-stars,2009012,PostDecision,none,none,none,none,none,none
Fox012210,SpecialReport,1,1,2010-01-22,Political Headlines,none,none,none,none,none,none,none,none
ABC033197,WorldNewsTonight,1,0,1997-03-31,MARKETS LOSE BIG AGAIN ON WALL STREET,1996039,Decision,none,none,none,none,none,none
ABC100599,WorldNewsTonight,1,0,1999-10-05,Supreme Court To Decide On Campaign Contribution Limits,1999026,Argument,none,none,none,none,none,none
Fox030810,SpecialReport,1,1,2010-03-08,Political Headlines,2010023,Cert,none,none,none,none,none,none
Fox031010,SpecialReport,1,1,2010-03-10,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
Fox031510,SpecialReport,1,1,2010-03-15,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
Fox042010,SpecialReport,1,1,2010-04-20,Political Headlines,2009047,Decision,none,none,none,none,none,none
ABC100599,WorldNewsTonight,1,0,1999-10-05,FUND-RAISER FOR HOUSE SPEAKER ON EVE OF HEALTH CARE DEBATE,none,none,none,none,none,none,none,none
Fox042210,SpecialReport,1,1,2010-04-22,Fox News All-stars,2000010,PostDecision,none,none,none,none,none,none
Fox042210,SpecialReport,1,1,2010-04-22,Political Headlines,none,none,none,none,none,none,none,none
ABC110999,WorldNewsTonight,1,0,1999-11-09,Mandatory College Fees Funding Controversial Groups,1999041,Argument,none,none,none,none,none,none
Fox042810,SpecialReport,1,1,2010-04-28,Political Headlines,2009041,Decision,none,none,none,none,none,none
Fox042910,SpecialReport,1,1,2010-04-29,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
ABC011000,WorldNewsTonight,1,0,2000-01-10,France Approves Morning After Pill To Help Curb Teen-age Pregnancy; Aids Becomes A Matter Of National Security,1998059,PostDecision,none,none,none,none,none,none
Fox051110,SpecialReport,1,1,2010-05-11,Political Headlines,2009012,PostDecision,2009041,PostDecision,2005039,PostDecision,none,none
Fox061810,SpecialReport,1,1,2010-06-18,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
Fox062110,SpecialReport,1,1,2010-06-21,Political Headlines,2009077,Decision,none,none,none,none,none,none
ABC011400,WorldNewsTonight,1,0,2000-01-14,Supreme Court Announces Cases For Term; President Defends Tv Networks; David Letterman Undergoes Quintuple Bypass,1999088,Cert,1999085,Cert,none,none,none,none
Fox062510,SpecialReport,1,1,2010-06-25,Congress Reaches Compromise On Financial Overhaul Bill; President Obama Arrives At G8 Summit With Winds In His Sails; Changes Expected Under Petraeus' Command; More Trouble On The Horizon For The Gulf Region; A Look At The Resurgence Of Louisiana Governor Bobby Jindal; The Possible Pitfalls For Supreme Court Nominee Elena Kagan; Legal Marijuana Leading To Illegal Activities?,2009012,PostDecision,none,none,none,none,none,none
Fox062810,SpecialReport,1,1,2010-06-28,Political Headlines,2009090,Decision,none,none,none,none,none,none
Fox072710,SpecialReport,1,1,2010-07-27,Fox News All-Stars,2009012,PostDecision,none,none,none,none,none,none
ABC011900,WorldNewsTonight,1,0,2000-01-19,"Abc's World News Tonight, 6:30 Pm",1999086,Argument,none,none,none,none,none,none
ABC011900,WorldNewsTonight,1,0,2000-01-19,Battle In Colorado Over Free Speech,none,none,none,none,none,none,none,none
Fox100410,SpecialReport,1,1,2010-10-04,Political Headlines,2010023,PostCert,none,none,none,none,none,none
Fox100610,SpecialReport,1,1,2010-10-06,Localizing The Midterms; Obama-clinton Ticket In 2012?; Torture Claims Delay Gitmo Trial; Job Insecurity For Nine-term Congressman; Voting Changes In Colorado,2010023,Argument,none,none,none,none,none,none
ABC032100,WorldNewsTonight,1,0,2000-03-21,Supreme Court Rules The Fda Does Not Have Power To Regulate Tobacco As Addictive Drug,1999038,Decision,none,none,none,none,none,none
Fox120610,SpecialReport,1,1,2010-12-06,Political Headlines,2010072,Cert,none,none,none,none,none,none
Fox030211,SpecialReport,1,1,2011-03-02,Political Headlines,2010023,Decision,none,none,none,none,none,none
Fox041911,SpecialReport,1,1,2011-04-19,Political Headlines,2010072,Argument,none,none,none,none,none,none
Fox042011,SpecialReport,1,1,2011-04-20,Political Headlines,2009012,PostDecision,2010023,Decision,none,none,none,none
ABC032200,WorldNewsTonight,1,0,2000-03-22,Half A Billion Dollars To Be Paid In Sexual Discrimination Case,1999041,Decision,none,none,none,none,none,none
ABC032900,WorldNewsTonight,1,0,2000-03-29,Supreme Court Rules Nude Dancing Not Free Speech; Federal Judge Rules Clinton Violated Privacy Of Kathleen Willey,1999044,Decision,none,none,none,none,none,none
Fox051111,SpecialReport,1,1,2011-05-11,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
MSNBC052809,Hardball,1,1,2009-05-28,"For May 28, 2009",2002083,PostDecision,none,none,none,none,none,none
Fox051111,SpecialReport,1,1,2011-05-11,Fox News All-stars,none,none,none,none,none,none,none,none
Fox053111,SpecialReport,1,1,2011-05-31,Political Headlines,2010052,Decision,none,none,none,none,none,none
ABC042500,WorldNewsTonight,1,0,2000-04-25,"Abc's World News Tonight, 6:30 Pm",1999088,Argument,none,none,none,none,none,none
ABC042500,WorldNewsTonight,1,0,2000-04-25,Debate In Supreme Court About Abortion; Ohio State Motto Ruled Unconstitutional,none,none,none,none,none,none,none,none
MSNBC060409,Hardball,1,1,2009-06-04,"For June 4, 2009",2002083,PostDecision,none,none,none,none,none,none
Fox062011,SpecialReport,1,1,2011-06-20,Fox News Sunday Roundtable,2010072,Decision,none,none,none,none,none,none
ABC042500,WorldNewsTonight,1,0,2000-04-25,Rescue Of F-16 Pilot Shot Down Over Yugoslavia A Year Ago,none,none,none,none,none,none,none,none
ABC042600,WorldNewsTonight,1,0,2000-04-26,"Abc's World News Tonight, 6:30 Pm",1999085,Argument,none,none,none,none,none,none
ABC042600,WorldNewsTonight,1,0,2000-04-26,Supreme Court Hears Arguments About Whether Boy Scouts Has Right To Bar Homosexuals; Vermont Signs Bill Giving State Benefits Of Marriage To Gay Couples,none,none,none,none,none,none,none,none
Fox062011,SpecialReport,1,1,2011-06-20,Political Headlines,none,none,none,none,none,none,none,none
MSNBC012110,Hardball,1,1,2010-01-21,"For January 21, 2010",2009012,Decision,none,none,none,none,none,none
Fox062311,SpecialReport,1,1,2011-06-23,"Special Report For June 23, 2011",2010077,Decision,none,none,none,none,none,none
Fox062711,SpecialReport,1,1,2011-06-27,Political Headlines,2010083,Decision,2010084,Decision,none,none,none,none
Fox101711,SpecialReport,1,1,2011-10-17,President Obama Begins Another Bus Tour; Street Fight; President Praises Occupy Wall Street Movement; Part Of Health Care Reform Law Likely To Be Abandoned; Catholic Schools Object To Health Care Reform Forces Them To Provide Policies That Cover Contraception,2011076,Cert,none,none,none,none,none,none
ABC061900,WorldNewsTonight,1,0,2000-06-19,Supreme Court Announces Decisions On Teaching Evolution And States' Roles In Foreign Policy; Big Week For Candidates In Presidential Election,1999077,Decision,none,none,none,none,none,none
Fox012012,SpecialReport,1,1,2012-01-20,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
Fox020712,SpecialReport,1,1,2012-02-07,Fox News All-stars,2009012,PostDecision,none,none,none,none,none,none
MSNBC012810,Hardball,1,1,2010-01-28,"For January 28, 2010",2009012,PostDecision,none,none,none,none,none,none
Fox020712,SpecialReport,1,1,2012-02-07,Political Headlines,none,none,none,none,none,none,none,none
Fox022212,SpecialReport,1,1,2012-02-22,Political Headlines,2011076,Argument,none,none,none,none,none,none
Fox031212,SpecialReport,1,1,2012-03-12,Political Headlines,2009012,PostDecision,none,none,none,none,none,none
Fox032112,SpecialReport,1,1,2012-03-21,Political Headlines,2011040,Decision,none,none,none,none,none,none
Fox061412,SpecialReport,1,1,2012-06-14,Fox News All-stars,2009012,PostDecision,none,none,none,none,none,none
MSNBC020210,Hardball,1,1,2010-02-02,"For February 2, 2010",2002083,PostDecision,none,none,none,none,none,none
MSNBC031610,Hardball,1,1,2010-03-16,"For March 16, 2010",2010023,PostCert,none,none,none,none,none,none
MSNBC031910,Hardball,1,1,2010-03-19,"For March 19, 2010",2010023,PostCert,none,none,none,none,none,none
Fox062812,SpecialReport,1,1,2012-06-28,Political Headlines,2011076,Decision,none,none,none,none,none,none
MSNBC040110,Hardball,1,1,2010-04-01,"For April 1, 2010",2010023,PostCert,none,none,none,none,none,none
Fox070412,SpecialReport,1,1,2012-07-04,Fox News All-stars,2011076,PostDecision,none,none,none,none,none,none
ABC061900,WorldNewsTonight,1,0,2000-06-19,Supreme Court Rules Public Schools May Not Allow Students To Lead Religious Prayers Before Games,none,none,none,none,none,none,none,none
ABC062800,WorldNewsTonight,1,0,2000-06-28,"Abc's World News Tonight, 6:30 Pm",1999086,Decision,1999088,Decision,none,none,none,none
Fox070412,SpecialReport,1,1,2012-07-04,Political Headlines,none,none,none,none,none,none,none,none
Fox120712,SpecialReport,1,1,2012-12-07,Another Week And No Deal On The Fiscal Cliff,2012079,Cert,2012077,Cert,none,none,none,none
Fox120712,SpecialReport,1,1,2012-12-07,Political Grapevine; Fox News All-stars,none,none,none,none,none,none,none,none
ABC062800,WorldNewsTonight,1,0,2000-06-28,Conflicting Emotions Over Supreme Court Rule On Abortion,none,none,none,none,none,none,none,none
ABC062800,WorldNewsTonight,1,0,2000-06-28,Financial Cost Of Having Elian Gonzalez In Us; American Food And Medicine To Be Sold To Cuba,none,none,none,none,none,none,none,none
Fox022213,SpecialReport,1,1,2013-02-22,Washington At A Standstill With Less Than A Week To Go; President Obama's Evolution On Gay Marriage,2012077,PostCert,none,none,none,none,none,none
ABC071900,WorldNewsTonight,1,0,2000-07-19,BILL PROPOSED TO STRIP BOY SCOUTS OF THEIR HONORARY CHARTER BECAUSE OF STAND ON GAY LEADERS,1999085,PostDecision,none,none,none,none,none,none
Fox030113,SpecialReport,1,1,2013-03-01,No Deal Reached To Avoid Sequester Cuts; State Dept Draft Report On Keystone Pipeline Impact,2012077,PostCert,none,none,none,none,none,none
Fox030713,SpecialReport,1,1,2013-03-07,Another Major Al Qaeda Figure Facing Justice Tonight,2009012,PostDecision,none,none,none,none,none,none
MSNBC080410,Hardball,1,1,2010-08-04,"For August 4, 2010",2002083,PostDecision,none,none,none,none,none,none
ABC102300,WorldNewsTonight,1,0,2000-10-23,Boy Scouts Battle Image Problem,1999085,PostDecision,none,none,none,none,none,none
Fox032013,SpecialReport,1,1,2013-03-20,Pres. Obama Israel Trip Focused On Iran & Syria,2012027,Decision,none,none,none,none,none,none
Fox032513,SpecialReport,1,1,2013-03-25,Cyprus Bailout; Immigration Reform,2012077,PostCert,none,none,none,none,none,none
Fox032613,SpecialReport,1,1,2013-03-26,Treaty Proposed At U.n. To Monitor International Arms Trade; Supreme Court Hears Arguments Regarding Same-sex Marriage; Government Spending Examined,2012077,Argument,none,none,none,none,none,none
Fox032613,SpecialReport,1,1,2013-03-26,"The Most Highly Anticipated Supreme Court Ruling Since Obamacare Might Be No Decision At All; South Africa Is Decades From Apartheid, But Its Economic Troubles Remain",none,none,none,none,none,none,none,none
MSNBC080510,Hardball,1,1,2010-08-05,"For August 5, 2010",2002083,PostDecision,none,none,none,none,none,none
MSNBC080610,Hardball,1,1,2010-08-06,"For August 6, 2010",2002083,PostDecision,none,none,none,none,none,none
MSNBC090110,Hardball,1,1,2010-09-01,"HARDBALL 1900 For September 1, 2010 MSNBC",2002083,PostDecision,none,none,none,none,none,none
Fox032713,SpecialReport,1,1,2013-03-27,Cyprus Reopens Banks; Supreme Court Hears Arguments On Defense Of Marriage Act; Border Patrol Budget Cut By Sequester,2012077,PostArgument,2012079,Argument,none,none,none,none
Fox032813,SpecialReport,1,1,2013-03-28,President Obama's New Push For Gun Control Laws; Debate Over Same- Sex Marriage Rages On; Money Poured Over The Debate On Gay And Lesbian Rights; Murder Trial Against The Doctor Who Performed Abortion On An Immigrant Causing Her To Die; Cyprus Back In Business After European Bailout; Push To Privatize Fannie Mae And Freddie Mac; U.s. Military Answered North Korea's Threats; World Opinion Of U.s. Leadership Examined; President Call For Stricter Gun Control; Supreme Court To Issue Ruling On Same-sex Marriage Cases,2012079,PostArgument,none,none,none,none,none,none
Fox051613,SpecialReport,1,1,2013-05-16,Tornadoes Hit Texas; White House Criticized For Irs Scandal; White House Criticized For Benghazi Scandal,2009012,PostDecision,none,none,none,none,none,none
Fox060413,SpecialReport,1,1,2013-06-04,Supreme Set To Issue Major Decisions; Irs Scandal Continues; Secret White House Email Accounts Discovered,2012079,PostArgument,none,none,none,none,none,none
MSNBC100610,Hardball,1,1,2010-10-06,Buzz on Obama-Clinton Ticket in 2012?; Black Dems Consider Abandoning Meek for Crist; GOP Litmus Test; Supreme Court to Hear Phelps Vs. Snyder,2010023,Argument,none,none,none,none,none,none
MSNBC112910,Hardball,1,1,2010-11-29,"For November 29, 2010",2002083,PostDecision,none,none,none,none,none,none
MSNBC121310,Hardball,1,1,2010-12-13,"For December 13, 2010",2009012,PostDecision,none,none,none,none,none,none
ABC120203,WorldNewsTonight,1,0,2003-12-02,RELIGION AND SCHOOL CHURCH AND STATE,2003035,Argument,none,none,none,none,none,none
Fox062613,SpecialReport,1,1,2013-06-26,"Doma & Prop 8; ""Border Surge"" Amendment; Supreme Court Rules On Gay Marriage Laws; Texas Abortion Bill Filibustered",2012079,Decision,2012077,Decision,none,none,none,none
ABC121003,WorldNewsTonight,1,0,2003-12-10,MISSILE ATTACK TARGET: AMERICANS,2003006,Decision,none,none,none,none,none,none
Fox062713,SpecialReport,1,1,2013-06-27,Political Grapevine And Fox News All-stars,2012079,PostDecision,2012077,PostDecision,none,none,none,none
Fox100813,SpecialReport,1,1,2013-10-08,Tough Talk; Baby Steps; Bumpy Start,2013033,Argument,2009012,PostDecision,none,none,none,none
Fox101513,SpecialReport,1,1,2013-10-15,"House Spending Plan In Limbo, Rules Committee Meeting Postponed; Running The Numbers; Terror Suspect In Court; Supreme Court Tries To Sort It All Out",2013063,Cert,none,none,none,none,none,none
ABC011615,WorldNewsTonight,1,0,2015-01-16,World News Tonight With David Muir,none,none,none,none,none,none,none,none
Fox102313,SpecialReport,1,1,2013-10-23,From Bad To Worse; Privacy Concerns; New Details About An Al Qaeda Connection To The Deadly Terror Attacks In Libya,2013039,PostCert,none,none,none,none,none,none
Fox110613,SpecialReport,1,1,2013-11-06,Frustrated Democrats; Ballot Initiatives; Prayer In Public Town Meetings,2013042,Argument,none,none,none,none,none,none
MSNBC021611,Hardball,1,1,2011-02-16,Boehner`s `So Be It` Blunder; Where`s the Republican Leadership?; Supreme Conflict of Interest; Madoff on Banks,2009012,PostDecision,none,none,none,none,none,none
Fox111513,SpecialReport,1,1,2013-11-15,Fighting Over A Fix; Never-ending Story; State Dept Offering $10 Million Reward; Praying For Help; Big Money,2009012,PostDecision,none,none,none,none,none,none
Fox112613,SpecialReport,1,1,2013-11-26,"Take Two; Return Of The ""Death Panels?""; Pitch Man; Travel Headaches",2013070,Cert,none,none,none,none,none,none
Fox112613,SpecialReport,1,1,2013-11-26,Website Serves As Aid For Healthcare.gov; Supreme Court To Hear Case On Obamacare; President Tours West Coast,none,none,none,none,none,none,none,none
Fox112713,SpecialReport,1,1,2013-11-27,Obamacare Small Business Mandate Delayed; New Rules Promulgated For Political Donations,2009012,PostDecision,none,none,none,none,none,none
Fox120913,SpecialReport,1,1,2013-12-09,"""Keep Your Doctor""; Congressional Countdown; Justice Dept. Charges Current & Former Russian Diplomats; Lawsuits Allege Human And Health Services Contraception Mandate Violated Religious Liberty Rights; President Obama Promised Americans They Can Keep Their Doctors; Us Government Pushing For Iran Nuclear Deal",2013070,PostCert,none,none,none,none,none,none
MSNBC062711,Hardball,1,1,2011-06-27,"For June 27, 2011",2010083,PostDecision,none,none,none,none,none,none
MSNBC063011,Hardball,1,1,2011-06-30,"For June 30, 2011",1991117,PostDecision,none,none,none,none,none,none
MSNBC010312,Hardball,1,1,2012-01-03,"For January 3, 2012",2009012,PostDecision,none,none,none,none,none,none
MSNBC010512,Hardball,1,1,2012-01-05,"For January 5, 2012",2002083,PostDecision,none,none,none,none,none,none
Fox121013,SpecialReport,1,1,2013-12-10,Lawsuits Alleging Human And Health Services Contraception Mandate Violated Religious Liberty Rights. President Obama Promised Americans Can Keep Their Doctors. U.s. Government Pushing For Iran Nuclear Deal.,2013070,PostCert,none,none,none,none,none,none
ABC090115,WorldNewsTonight,1,0,2015-09-01,Same-sex Standoff Clerk Refuses To Issue Marriage Licenses,2014070,PostDecision,none,none,none,none,none,none
Fox122313,SpecialReport,1,1,2013-12-23,Government Regulations Criticized; Deadline For Obamacare Signup Passes; Utah Judge Upholds Legality Of Same-sex Marriage,2013039,PostArgument,2013063,PostCert,1991117,PostDecision,none,none
MSNBC042712,Hardball,1,1,2012-04-27,"For April 27, 2012",2009012,PostDecision,none,none,none,none,none,none
ABC090215,WorldNewsTonight,1,0,2015-09-02,Same-sex Standoff;clerk To Appear Before Judge,2014070,PostDecision,none,none,none,none,none,none
ABC090315,WorldNewsTonight,1,0,2015-09-03,Gay Marriage Showdown Kentucky Clerk Behind Bars,2014070,PostDecision,none,none,none,none,none,none
Fox010214,SpecialReport,1,1,2014-01-02,Better Or Worse?; American People: Not Impressed; Weather Watch; Finally Rescued,2013070,PostCert,none,none,none,none,none,none
Fox010614,SpecialReport,1,1,2014-01-06,Power Struggle; Goal-oriented?; Heated Debate; Holding Pattern; Pay For College Athletes Examined; Senate To Take Up Unemployment Insurance Extension; Obamacare As Political Issue Examined,2012077,PostDecision,none,none,none,none,none,none
MSNBC052112,Hardball,1,1,2012-05-21,"For May 21, 2012",2011011,PostDecision,none,none,none,none,none,none
MSNBC052512,Hardball,1,1,2012-05-25,"For May 25, 2012",1994045,PostDecision,none,none,none,none,none,none
Fox011514,SpecialReport,1,1,2014-01-15,State Dept. Refuses To Provide Key Witnesses/docs; Death Spiral; Too Close For Comfort?; Issues Abound,2013068,Argument,none,none,none,none,none,none
ABC092299,WorldNewsTonight,0,1,1999-09-22,"""THE NATION"" -- GOLIATH VS. GOLIATH",1999038,PostCert,none,none,none,none,none,none
MSNBC062812,Hardball,1,1,2012-06-28,"For June 28, 2012",2009012,PostDecision,2002083,PostDecision,none,none,none,none
MSNBC071012,Hardball,1,1,2012-07-10,"For July 10, 2012",2009012,PostDecision,none,none,none,none,none,none
Fox012414,SpecialReport,1,1,2014-01-24,Catholic Vote Examined; Mike Huckabee Makes Controversial Comments On Female Contraception; Benghazi Attack Discussed,2013070,PostCert,none,none,none,none,none,none
MSNBC092812,Hardball,1,1,2012-09-28,"For September 28, 2012",2006031,PostDecision,none,none,none,none,none,none
ABC110603,WorldNewsTonight,0,1,2003-11-06,Abortion Wars Judges Blocking New Law,1999088,PostDecision,none,none,none,none,none,none
Fox012714,SpecialReport,1,1,2014-01-27,"Supreme Court Stays Federal Contraception Mandate For Religious Groups; President Prepares State Of The Union; Rand Paul Speaks About ""War On Women""",2013070,PostCert,none,none,none,none,none,none
Fox012814,SpecialReport,1,1,2014-01-28,State Of The Union; Gearing Up For A Fight; Supporting The Jobless; Income Inequality; Craving Attention; Angry Americans,2013070,PostCert,none,none,none,none,none,none
Fox021014,SpecialReport,1,1,2014-02-10,Obamacare Employer Mandate Delayed; Not What The Doctor Ordered; A New Perspective; Sentencing Day For Terry Killer; A Close Race,2013070,PostCert,2012079,PostDecision,none,none,none,none
Fox021414,SpecialReport,1,1,2014-02-14,Oscar Pistorius Facing Trial For Murder; Climate Change Criticized; Obamacare Drug Policy Examined,2012077,PostDecision,none,none,none,none,none,none
Fox022414,SpecialReport,1,1,2014-02-24,Less-is More Approach; Clearing The Air; Unintended Consequences; Tensions With Russia; Second-term Agenda; Interview With Gov. Bobby Jindal,2013063,Argument,none,none,none,none,none,none
Fox022514,SpecialReport,1,1,2014-02-25,Numbers Game; Food For Thought; Law And Order; Back On The Trail,2013070,PostCert,none,none,none,none,none,none
Fox022814,SpecialReport,1,1,2014-02-28,Russia Reportedly Invades Crimea; Irs Investigation Continues; President Speaks Out On Russian Invasion Of Crimea,2009012,PostDecision,none,none,none,none,none,none
Fox032414,SpecialReport,1,1,2014-03-24,Some Calling For Resignation Of Justice Ruth Bader Ginsburg; President Meets With Foreign Leaders About Russian Annexation Of Crimea; Malaysian Prime Minister Announces Missing Plane In Indian Ocean,2013070,PostCert,none,none,none,none,none,none
Fox032514,SpecialReport,1,1,2014-03-25,Interview With Keith Alexander,2013070,Argument,none,none,none,none,none,none
Fox032514,SpecialReport,1,1,2014-03-25,President Proposes Check To Nsa Data Gathering; Supreme Court Hears Case On Obamacare's Effect On Religious Beliefs Of Business Owners,none,none,none,none,none,none,none,none
MSNBC100212,Hardball,1,1,2012-10-02,"For October 2, 2012",1999085,PostDecision,none,none,none,none,none,none
ABC110806,WorldNewsTonight,0,1,2006-11-08,Abortion Case Supreme Court On Partial Birth Abortion,2006031,Argument,none,none,none,none,none,none
MSNBC120712,Hardball,1,1,2012-12-07,"For December 7, 2012",2012077,Cert,2012079,Cert,2002083,PostDecision,none,none
Fox040214,SpecialReport,1,1,2014-04-02,Shooting At Fort Hood,2013033,Decision,2009012,PostDecision,none,none,none,none
Fox040414,SpecialReport,1,1,2014-04-04,Political Grapevine,2013033,PostDecision,none,none,none,none,none,none
MSNBC121012,Hardball,1,1,2012-12-10,"For December 10, 2012",2012079,PostCert,none,none,none,none,none,none
MSNBC013013,Hardball,1,1,2013-01-30,"For January 30, 2013",1999085,PostDecision,2012079,PostCert,none,none,none,none
Fox041814,SpecialReport,1,1,2014-04-18,Dem Senators Look For Xl Decision; Harry Reid Refers To Nevada Rancher As Domestic Terrorist; White House Delays Decision On Keystone Xl Pipeline; Religious Freedom Post Unfilled In State Department,2013070,PostArgument,none,none,none,none,none,none
