CaseID,DateCert,DateArgument,DateDecision,TimePeriod,CaseName,CaseSummary,IssueArea
1997039,,1997-12-08,1998-03-09,1990_1999,"Quality King Distributors, Inc. V. L'anza Research International, Inc.","Copyright Act did not prohibit petitioner's unauthorized importation and resale of copyrighted labels from respondent's foreign distributor, as distribution right did not encompass reselling by lawful owners, under first sale doctrine.",EconomicActivity
1997044,,1998-01-20,1998-03-24,1990_1999,Edward S. Cohen V. Hilda De La Cruz Et Al.,"Where a debtor challenged the nondischargeability in bankruptcy of a debt owed to certain tenants, the United States Supreme Court affirmed the refusal to discharge the debt to the tenants because liability arose from fraudulently obtained payments.",EconomicActivity
1997049,,1998-01-21,1998-03-31,1990_1999,"C. Elvin Feltner, Jr. V. Columbia Pictures Television, Inc.","Petitioner, who was found liable for infringing respondent's copyrights, was entitled under the Seventh Amendment to a jury trial on the issue of the amount of statutory damages sought by respondent.",EconomicActivity
1997054,,1998-03-02,1998-04-21,1990_1999,"David R. Beach, Et Ux. V. Ocwen Federal Bank",Borrowers were not entitled to assert and revive statutory right of rescission provided by the Truth in Lending Act as an affirmative defense to lender's foreclosure suit because the mortgage transaction had been consummated over three years earlier.,EconomicActivity
1997065,,1997-10-08,1998-05-18,1990_1999,Arkansas Educational Television Commission V. Ralph P. Forbes,"Political candidate's objective lack of support, not his political platform, was a permissible basis on which to exclude him from a nonpublic forum debate.",FirstAmendment
1997071,,1997-12-09,1998-05-26,1990_1999,"County Of Sacramento, Et Al. V. Teri Lewis And Thomas Lewis, Personal Representatives Of The Estate Of Philip Lewis, Deceased",Petitioner police officer was not liable to respondent passenger because petitioner's involvement in a chase with no intent to harm respondent physically or to worsen his legal plight did not give rise to liability for a due process right to life.,EconomicActivity
1997076,,1998-03-24,1998-06-08,1990_1999,"United States V. Bestfoods, Et Al.","Reversal of ruling that succeeding parent corporations of chemical plant were liable to pay for the clean up of a hazardous waste site per CERCLA, had to be remanded and the participation-and-control test was inapplicable.",EconomicActivity
1997077,,1998-04-29,1998-06-08,1990_1999,"Bonnie L. Geissal, Beneficiary And Representative Of The Estate Of James W. Geissal, Deceased V. Moore Medical Corporation Et Al.",An employer was unable to terminate health plan continuation coverage for a qualified beneficiary who was also covered under his wife's group health plan because the secondary plan was in effect prior to the date of the employee's COBRA election.,EconomicActivity
1997080,,1998-04-27,1998-06-08,1990_1999,"Philomena Dooley, Personal Representative Of The Estate Of Cecelio Chuapoco, Et Al. V. Korean Air Lines Co., Ltd.",The vacating of a punitive damages award to representatives of decedents who were passengers on a commercial plane that was shot down over the sea was proper because Death on the High Seas Act limited the available recovery to pecuniary losses.,EconomicActivity
1997089,,1998-03-25,1998-06-22,1990_1999,Alida Star Gebser And Alida Jean Mccullough V. Lago Vista Independent School District,A student was not allowed to recover from a school district for sexual harassment by one of the district's teachers because an official of the school district did not have actual notice of and was not deliberately indifferent to the misconduct.,SexDiscrimination
1997097,,1998-03-31,1998-06-25,1990_1999,"National Endowment For The Arts, Et Al. V. Karen Finley, Et Al.","The requirement of ""decency and respect"" as criteria for federal grant consideration in a subjective selection process by National Foundation for the Arts was neither constitutionally vague nor facially invalid.",FirstAmendment
1997101,,1998-04-22,1998-06-26,1990_1999,"Burlington Industries, Inc. V. Kimberly B. Ellerth",Petitioner employer was subject to vicarious liability to respondent employee for an actionable hostile work environment created by a supervisor with immediate authority over respondent when no tangible employment action was taken.,SexDiscrimination
1997102,,1998-03-25,1998-06-26,1990_1999,Beth Ann Faragher V. City Of Boca Raton,"An employer could be held vicariously liable under Title VII for a hostile work environment caused by a supervisor, but subject to an affirmative defense looking to the reasonableness of the employer's conduct as well as that of the victim.",SexDiscrimination
1998002,,1998-10-06,1998-11-10,1990_1999,"Wayne K. Pfaff V. Wells Electronics, Inc.","The on-sale bar to patentability applied to petitioner's invention, since more than one year before the patent application the invention had been commercially marketed and was ready for patenting, as evidenced by detailed drawings of the device.",EconomicActivity
1998008,,1998-10-05,1998-12-14,1990_1999,"Nynex Corporation, Et Al. V. Discon, Incorporated","The court of appeals erred in applying the per se group boycott rule to an antitrust case where a single buyer favored one seller over another, albeit for an improper reason.",EconomicActivity
1998011,,1998-11-10,1999-01-12,1990_1999,"El Al Israel Airlines, Ltd. V. Tsui Yuan Tseng","Where a passenger was barred from pursuing a tort action against an airline on the basis that her suit was precluded by the Warsaw Convention, she could not pursue an action in state court because the Warsaw Convention provided the exclusive remedy.",EconomicActivity
1998012,,1998-10-14,1999-01-12,1990_1999,"Victoria Buckley, Secretary Of State Of Colorado V. American Constitutional Law Foundation, Inc., Et Al.","Regulations on political speech, specifically on the ballot election process, were struck down by the court where they were overly restrictive and did not serve the state's valid interest in protecting the integrity of the political process.",FirstAmendment
1998014,,1998-12-01,1999-01-13,1990_1999,"Jane M. Roberts, Guardian For Wanda Y. Johnson V. Galen Of Virginia, Inc., Formerly Dba Humana Hospital University Of Louisville, Dba University Of Louisville Hospital",Showing of improper motive was not required in order for patient to recover upon a claim under the Emergency Medical Treatment and Active Labor Act that hospital failed to stabilize her condition before moving her to a permanent care facility.,EconomicActivity
1998015,,1998-12-01,1999-01-20,1990_1999,"Department Of The Army V. Blue Fox, Inc.",A subcontractor was not able to proceed on its equitable lien against a military department because the department was protected by immunity and waiver did not apply under the Administrative Procedure Act.,EconomicActivity
1998020,,1998-10-13,1999-01-25,1990_1999,"At&t Corporation, Et Al. V. Iowa Utilities Board Et Al.",Government agency's local competition rules imposed upon local exchange carriers were not beyond its jurisdiction where it had the authority to carry out provisions of the Telecommunications Act of 1996.,EconomicActivity
1998021,,1998-11-02,1999-01-25,1990_1999,"Hughes Aircraft Company, Et Al. V. Stanley I. Jacobson Et Al.","In class action brought by retired beneficiaries of benefit plan, claiming violations of ERISA by their former employer, the Court held that beneficiaries failed to show that employer labored under fiduciary duties or engaged in a sham transaction.",EconomicActivity
1998023,,1999-01-20,1999-02-23,1990_1999,National Collegiate Athletic Association V. R. M. Smith,"Receipt of dues from federally funded member institutions by NCAA demonstrated that it only indirectly benefitted from such assistance, which was insufficient to afford coverage to plaintiff under Title IX of the Education Amendments of 1972.",SexDiscrimination
1998037,,1999-01-19,1999-03-23,1990_1999,"South Central Bell Telephone Company, Et Al. V. Alabama Et Al.","Respondent state's franchise tax violated the Commerce Clause because domestic corporations could reduce their tax liability by simply reducing the par value of their stock while petitioner taxpayers, foreign corporations, were denied that ability.",EconomicActivity
1998042,,1999-02-23,1999-04-05,1990_1999,David Conn And Carol Najera V. Paul L. Gabbert,"An attorney, who was searched at the same time his client testified before a grand jury, was not entitled to bring a § 1983 action against the prosecutor because the prosecutor directing the search did not violate the attorney's right to practice.",EconomicActivity
1998046,,1999-02-24,1999-04-20,1990_1999,Unum Life Insurance Company Of America V. John E. Ward,"Reversal of grant of summary judgment for petitioner was affirmed since state's notice-prejudice rule was a law which regulated insurance and was not preempted by ERISA, but agency law did relate to employee benefit plans and was preempted.",EconomicActivity
1998048,,1999-03-02,1999-04-27,1990_1999,United States V. Sun-diamond Growers Of California,"Conviction under the federal illegal gratuity statute was properly overturned, where government failed to link the fact that a thing of value was given to a public official to a specific official act, for or because of which the gift was given.",EconomicActivity
1998050,,1998-11-02,1999-05-03,1990_1999,Bank Of America National Trust And Savings Association V. 203 North Lasalle Street Partnership,Respondent debtor's prebankruptcy equity holders were unable to contribute new capital and receive ownership interests in the reorganized entity when that opportunity was given exclusively to the old equity holders under a reorganization plan.,EconomicActivity
1998059,,1999-01-12,1999-05-24,1990_1999,"Aurelia Davis, As Next Friend Of Lashonda D. V. Monroe County Board Of Education Et Al.","A school district, a Title IX funding recipient, could be liable for deliberate indifference to known acts of peer sexual harassment that were so severe, pervasive, and objectively offensive that victim's access to educational benefit was barred.",SexDiscrimination
1998061,,1999-01-13,1999-05-24,1990_1999,California Dental Association V. Federal Trade Commission,"Respondent agency had jurisdiction under the FTC Act over petitioner association because it provided substantial benefit to its members, but because disputed anticompetitive efforts were not obvious, more than a rule-of-reason analysis was required.",EconomicActivity
1998067,,1999-04-19,1999-06-07,1990_1999,"Amoco Production Company, On Behalf Of Itself And The Class It Represents V. Southern Ute Indian Tribe Et Al.","Congress' interpretation of coal almost a century ago was a solid rock substance and did not encompass coalbed methane gas; thus, the gas was not reserved to the United States under a land patent.",EconomicActivity
1998072,,1999-04-27,1999-06-14,1990_1999,"Greater New Orleans Broadcasting Association, Inc., Etc., Et Al. V. United States Et Al.",Restrictions on advertisements of private casino gambling that were broadcast by radio or television stations located in Louisiana where such gambling was legal violated the First Amendment.,FirstAmendment
1999011,,1999-10-13,1999-12-07,1990_1999,Los Angeles Police Department V. United Reporting Publishing Corporation,Statute regulating access to arrestees' addresses held by police was not facially invalid. State could decide not to give out arrestee information at all without violating the First Amendment.,FirstAmendment
1999026,,1999-10-05,2000-01-24,1990_1999,"Jeremiah W. (Jay) Nixon, Attorney General Of Missouri, Et Al. V. Shrink Missouri Government Pac Et Al.",A Missouri law that limited contributions to state political candidates did not violate the First Amendment because the prevention of corruption and the appearance of corruption was a legitimate government purpose.,FirstAmendment
1999028,,2000-01-18,2000-02-22,1990_1999,"Chad Weisgram, Et Al. V. Marley Company, Et Al.","The authority of courts of appeals to direct the entry of judgment as a matter of law extended to cases in which, on excision of testimony erroneously admitted, there remained insufficient evidence to support the jury's verdict.",EconomicActivity
1999029,,2000-01-12,2000-02-22,1990_1999,"Hunt-wesson, Inc. V. Franchise Tax Board Of California","Offset provision of state tax law that measured allowable interest expense deduction based on interest and dividends of nonunitary income was impermissible taxation of petitioner's income, outside the state's jurisdictional reach.",EconomicActivity
1999038,1999-04-26,1999-12-01,2000-03-21,1990_1999,"Food And Drug Administration, Et Al. V. Brown & Williamson Tobacco Corporation, Et Al.","Based on the overall regulatory scheme of the Food, Drug, and Cosmetic Act and subsequent tobacco litigation, it was clear that Congress precluded the Food and Drug Administration from regulating tobacco products.",EconomicActivity
1999040,,2000-01-19,2000-03-22,1990_1999,"Wal-mart Stores, Inc. V. Samara Brothers, Inc.","In a clothing designer's action against a retailer for infringement of unregistered trade dress under the Lanham Act, the designer's product's design was distinctive, and therefore protectible, only upon a showing of secondary meaning.",EconomicActivity
1999041,,1999-11-09,2000-03-22,1990_1999,"Board Of Regents Of The University Of Wisconsin System V. Scott Harold Southworth, Et Al.",The First Amendment permitted a public university to charge its students a mandatory activity fee used to fund a program to facilitate extracurricular student speech where the program was viewpoint neutral in the allocation of funding support.,FirstAmendment
1999044,,1999-11-10,2000-03-29,1990_1999,"City Of Erie, Et Al. V. Pap's A. M., Tdba 'Kandyland'",Ordinance banning public nudity was content-neutral as City's interest in preventing harmful secondary effects of totally nude dancing was not related to suppression of exotic message conveyed; ordinance was constitutional.,FirstAmendment
1999060,,2000-03-01,2000-05-15,1990_1999,"Public Lands Council, Et Al. V. Bruce Babbitt, Secretary Of The Interior, Et Al.","Changes in regulations governing grazing preferences, permit issuance, and ownership of range improvements held not to have exceeded the statutory authority of the Secretary of the Interior pursuant to the Taylor Grazing Act.",EconomicActivity
1999063,,1999-11-30,2000-05-22,1990_1999,"United States, Et Al. V. Playboy Entertainment Group, Inc.",Requiring cable television operators to fully scramble or limit time when sexually-oriented programming was transmitted violated First Amendment because government failed to show that it was least restrictive means.,FirstAmendment
1999066,,2000-03-20,2000-05-30,1990_1999,"Hartford Underwriters Insurance Company V. Union Planters Bank, N. A.","Creditor's claim was properly denied, since it was an administrative claimant of a bankruptcy estate, and could not seek payment of its claim from property encumbered by a secured creditor's lien.",EconomicActivity
1999067,,2000-04-17,2000-05-30,1990_1999,"Thomas E. Raleigh, Chapter 7 Trustee For The Estate Of William J. Stoecker, V. Illinois Department Of Revenue","Where a state's tax laws put the burden of proof on the taxpayer once a notice of penalty liability was issued and the Bankruptcy Code made no provision for altering it, the burden of proof on a tax claim in bankruptcy remained on the taxpayer.",EconomicActivity
1999074,,2000-02-23,2000-06-12,1990_1999,"Lori Pegram, Et Al. V. Cynthia Herdrich","Mixed eligibility decision to delay medical treatment by sending patient to HMO owned facility, with adverse consequences, made by health maintenance organization through its physician was not fiduciary decision under ERISA.",EconomicActivity
1999075,,2000-04-17,2000-06-12,1990_1999,"Harris Trust And Savings Bank, Etc., Et Al. V. Salomon Smith Barney Inc., Et Al.",A private cause of action by a trustee and administrator against a nonfiduciary who participated in a prohibited transaction was allowed under the Employee Retirement Income Security Act.,EconomicActivity
1999077,,2000-03-29,2000-06-19,1990_1999,"Santa Fe Independent School District V. Jane Doe, Individually And As Next Friend For Her Minor Children, Jane And John Doe, Et Al.","A school district's policy permitting student-led, student-initiated prayer prior to school football games violated the Establishment Clause of the U.S. Constitution.",FirstAmendment
1999084,,2000-03-22,2000-06-26,1990_1999,"Mobil Oil Exploration And Producing Southeast, Inc. V. United States","Where a new statute prevented the United States from keeping a contractual promise, it repudiated the lease contracts and petitioners were entitled to restitution whether or not the contracts would have ultimately produced a financial gain.",EconomicActivity
1999085,2000-01-14,2000-04-26,2000-06-28,1990_1999,"Boy Scouts Of America And Monmouth Council, Et Al. V. James Dale",Application of state public accommodations law intruded on organizations' right to freedom of association. Group's official position against homosexuality supported its expulsion of plaintiff as a valid exercise of the right.,SexDiscrimination
1999086,1999-09-28,2000-01-19,2000-06-28,1990_1999,"Leila Jeanne Hill, Audrey Himmelmann, And Everitt W. Simpson, Jr. V. Colorado, Et Al.","State statute providing an eight foot bubble zone around people entering a health care facility was upheld as a valid restriction on speech, serving significant and legitimate governmental interests.",Abortion
1999087,,1999-12-01,2000-06-28,1990_1999,"Guy Mitchell, Et Al. V. Mary L. Helms, Et Al.",Law that provided aid to public and private schools did not unconstitutionally advance religion because it neither resulted in religious indoctrination by government nor defined recipients by religious reference.,FirstAmendment
1999088,2000-01-14,2000-04-25,2000-06-28,1990_1999,"Don Stenberg, Attorney General Of Nebraska, Et Al. V. Leroy Carhart","State statute criminalizing ""partial birth abortions"" was unconstitutional because it lacked exception for preservation of mother's health and burdened choice of more common abortion procedure, unduly burdening right to abortion itself.",Abortion
2000010,,2000-10-31,2001-01-09,2000_2018,"Solid Waste Agency Of Northern Cook County V. United States Army Corps Of Engineers, Et Al.","Even though proposed waste disposal site was migratory bird habitat, federal agency jurisdiction did not extend to nonnavigable, isolated, intrastate gravel pit where clean water statute limited jurisdiction to navigable waters.",EconomicActivity
2000019,,2000-11-28,2001-02-20,2000_2018,"Director Of Revenue Of Missouri V. Cobank Acb, As Successor To The National Bank Of Cooperatives","Banks for cooperatives were subject to state taxation; deletion of superfluous language in Farm Credit Act (FCA) was not repeal of previous express approval of state taxation, and structure of FCA negatively implied that there was no immunity.",EconomicActivity
2000023,,2000-10-30,2001-02-21,2000_2018,Central Green Co. V. United States,"Federal government's immunity from liability for flood damage required determination of whether actual flows through government's canal constituted flood waters, regardless of canal's flood control purposes.",EconomicActivity
2000024,,2000-11-29,2001-02-21,2000_2018,"James F. Lewis V. Lewis & Clark Marine, Inc., Etc.","Dissolution of injunction precluding seaman from pursuing personal injury case in state court was proper as vessel owner's right to limited liability was protected and savings to suitor clause reserved all remedies, not just right to jury trial.",EconomicActivity
2000025,2000-05-30,2000-11-07,2001-02-27,2000_2018,"Christine Todd Whitman, Administrator Of Environmental Protection Agency, Et Al. V. American Trucking Associations, Inc., Et Al.","Finding that EPA could not consider implementation costs in setting NAAQS was affirmed, but action was remanded since EPA's interpretation of the CAA section relating to implementation of revised ozone NAAQS was unreasonable.",EconomicActivity
2000028,,2000-10-04,2001-02-28,2000_2018,"Legal Services Corporation V. Carmen Velazquez, Et Al.",Funding provision that limited arguments legal services attorneys were allowed to make on behalf of indigent welfare claimants violated First Amendment by regulating private speech and insulating federal law from legitimate judicial challenge.,FirstAmendment
2000031,,2000-11-29,2001-03-20,2000_2018,"Traffix Devices, Inc. V. Marketing Displays, Inc.","Regardless of acquired secondary meaning, patent claims and prior patent infringement litigation concerning dual-spring sign stand mechanism indicated that mechanism was functional, thus precluding trade dress protection.",EconomicActivity
2000040,,2001-01-16,2001-04-18,2000_2018,"Robert Shaw, Et Al.  V. Kevin Murphy","Judgment upholding inmate's First Amendment claim was reversed and remanded, since inmates did not possess a First Amendment right to provide legal assistance that enhanced the protections available under the Turner test.",FirstAmendment
2000048,,2001-02-26,2001-05-14,2000_2018,"Cooper Industries, Inc. V. Leatherman Tool Group, Inc.","Court of appeal's affirmation of a punitive damages award was vacated and remanded, since it should have applied a de novo standard of review when passing on the district court's determination of the constitutionality of the award.",EconomicActivity
2000052,,2000-12-05,2001-05-21,2000_2018,"Bartnicki Et Al. V. Vopper, Aka Williams, Et Al.","Where unknown person surreptitiously intercepted a telephone conversation on a matter of public concern and the media published the content, federal and state wiretapping statutes punishing the publishers violated First Amendment.",FirstAmendment
2000054,,2001-03-21,2001-05-21,2000_2018,"The Wharf (Holdings) Limited, Et Al. V. United International Holdings, Inc. Et Al.",An oral agreement to give an option to buy stock while secretly intending never to honor that option was found to be a violation of the Securities Exchange Act of 1934's prohibition of deceptive devices.,EconomicActivity
2000065,,2001-04-18,2001-06-04,2000_2018,"Norfolk Shipbuilding & Drydock Corporation V. Celestine Garris, Administratrix Of The Estate Of Christopher Garris, Deceased",The maritime cause of action established for unseaworthiness was equally available for negligence. Mother's negligence action for wrongful death of son was not preempted by federal maritime statutes.,EconomicActivity
2000067,,2001-04-23,2001-06-04,2000_2018,Sharon B. Pollard V. E. I. Du Pont De Nemours & Company,"In former employee's hostile work environment action, the statutory damages cap was inapplicable to front pay because front pay was not an element of compensatory damages within the meaning of the federal statute.",SexDiscrimination
2000070,,2001-01-09,2001-06-11,2000_2018,Tuan Anh Nguyen And Joseph Boulais V. Immigration And Naturalization Service,"Where different requirements for citizenship depending upon which unwed parent was a citizen was justified by two important governmental objectives and the means employed were substantially related to those objectives, equal protection was satisfied.",SexDiscrimination
2000071,,2001-02-28,2001-06-11,2000_2018,"Good News Club, Et Al. V. Milford Central School","When public school denied club access to the school's limited public forum on the ground that the club was religious in nature, it discriminated against the club because of its religious viewpoint in violation of the Free Speech Clause.",FirstAmendment
2000075,,2001-03-20,2001-06-18,2000_2018,Donald Saucier V. Elliot M. Katz And In Defense Of Animals,"In an excessive force case, an officer was entitled to qualified immunity because the officer's conduct in arresting a protestor at a public gathering did not violate a clearly established constitutional right.",EconomicActivity
2000081,,2001-04-17,2001-06-25,2000_2018,"United States And Department Of Agriculture V. United Foods, Inc.","Mandatory advertising assessments imposed on mushroom producers and handlers under the Mushroom Promotion, Research, and Consumer Information Act violated the First Amendment; they were not part of a broad regulatory scheme.",FirstAmendment
2000082,,2001-02-28,2001-06-25,2000_2018,Federal Election Commission V. Colorado Republican Federal Campaign Committee,"Political reality established that limits on political party's expenditures coordinated with candidate were constitutional, as reasonable restriction to minimize circumvention of contribution limits.",FirstAmendment
2000083,,2001-03-28,2001-06-25,2000_2018,"New York Times Company, Inc., Et Al. V. Jonathan Tasini, Et Al.",Print and electronic publishers infringed freelance authors' copyrights by placing authors' articles in electronic databases that allowed reproducing and distributing articles standing alone and not as part of the printed collective work.,EconomicActivity
2001002,,2001-10-09,2001-11-13,2000_2018,Trw Inc. V. Adelaide Andrews,The Court reversed the decision that the Fair Credit Reporting Act incorporated a discovery rule where such interpretation of § 1681p would have distorted its text and made the exception to the rule superfluous in all but the most unusual situations.,EconomicActivity
2001008,,2001-10-03,2001-12-10,2000_2018,"J. E. M. Ag Supply, Inc., Dba Farm Advantage, Inc., Et Al. V. Pioneer Hi-bred International, Inc.","In patent infringement suit regarding hybrid corn seed patents, utility patents could be issued for plants; Plant Patent Act of 1930 and Plant Variety Protection Act did not provide the exclusive means of protecting new varieties of plants.",EconomicActivity
2001012,,2001-10-01,2002-01-08,2000_2018,"Great-west Life & Annuity Insurance Company, Et Al. V. Janette Knudson And Eric Knudson","Insurance companies' action seeking reimbursement of benefits paid to beneficiaries under an ERISA plan was not authorized under ERISA's catch-all provision authorizing equitable relief because the claim was for a legal remedy, i.e. money damages.",EconomicActivity
2001017,,2001-12-03,2002-01-15,2000_2018,Caren Cronk Thomas And Windy City Hemp Development Board V. Chicago Park District,"Where the licensing scheme was not based on subject-matter censorship but rather content-neutral time, place, and manner regulation of the use of a public forum, the ordinance was constitutional.",FirstAmendment
2001022,,2001-11-07,2002-02-19,2000_2018,"Jo Anne B. Barnhart, Commissioner Of Social Security V. Sigmon Coal Company, Inc., Et Al.","Coal Act did not permit assignment of health care benefits for retired miners to coal companies as successors in interest of out-of-business operator, since companies were not related to operator under statutory definition.",EconomicActivity
2001028,,2002-01-09,2002-03-04,2000_2018,"Cornelius P. Young, Et Ux. V. United States","Bankruptcy court properly concluded that taxpayers' 1992 tax debt had not been discharged, since the three-year lookback period was tolled during the pendency of the taxpayers' prior bankruptcy petition.",EconomicActivity
2001038,2001-01-22,2001-10-30,2002-04-16,2000_2018,"John D. Ashcroft, Attorney General, Et Al. V. The Free Speech Coalition Et Al.",Ban on virtual child pornography was unconstitutionally overbroad since it proscribed speech which was neither child pornography nor obscene and thus abridged freedom to engage in substantial amount of lawful speech.,FirstAmendment
2001041,,2002-02-26,2002-04-29,2000_2018,"Tommy G. Thompson, Secretary Of Health And Human Services, Et Al. V. Western States Medical Center Et Al.","Ban on advertising compounded drugs unconstitutionally restricted pharmacies' commercial speech, since government failed to demonstrate that ban was not more extensive than necessary to prevent large-scale manufacturing of unapproved drugs",FirstAmendment
2001044,,2001-12-04,2002-05-13,2000_2018,"City Of Los Angeles V. Alameda Books, Inc., Et Al.","In overcoming summary judgment against it, city could reasonably rely on a study it conducted some years before enacting an ordinance to demonstrate that a ban on multiple-use adult establishments served its interest in reducing crime.",FirstAmendment
2001045,2001-01-22,2001-10-10,2002-05-13,2000_2018,"Verizon Communications Inc., Et Al. V. Federal Communications Commission, Et Al.","In dispute regarding FCC's authority to regulate relationship between incumbents and entrants in local-exchange market, FCC's forward-looking cost methodology and additional combination rules were authorized by Telecommunications Act of 1996.",EconomicActivity
2001046,,2001-11-28,2002-05-13,2000_2018,"John Ashcroft, Attorney General V. American Civil Liberties Union, Et Al.",The United States Supreme Court held the Child Online Protection Act's reliance on community standards to identify material harmful to minors did not by itself render it substantially overbroad for purposes of the First Amendment.,FirstAmendment
2001052,,2002-01-08,2002-05-28,2000_2018,"Festo Corporation V. Shoketsu Kinzoku Kogyo Kabushiki Co., Ltd., Et Al.","A judgment of the court of appeals was reversed because under prosecution history estoppel and the doctrine of equivalents, the patentee should have been allowed to show that its narrowing amendments did not surrender the equivalents at issue.",EconomicActivity
2001055,,2002-03-18,2002-06-03,2000_2018,Securities And Exchange Commission V. Charles Zandford,"In SEC's civil securities fraud case, stockbroker's breaches of fiduciary duty were ""in connection with"" securities sales because the securities transactions and breaches of fiduciary duty coincided.",EconomicActivity
2001063,2001-10-15,2002-02-26,2002-06-17,2000_2018,"Watchtower Bible And Tract Society Of New York, Inc., Et Al. V. Village Of Stratton Et Al.","A village ordinance, requiring canvassers to obtain a permit prior to engaging in the door-to-door advocacy of religious and political causes and to display the permit upon demand, violated the First Amendment.",FirstAmendment
2001064,,2002-04-23,2002-06-17,2000_2018,"Kay Barnes, Etc., Et Al. V. Jeffrey Gorman","Applying a contract-law analogy for damages, United States Supreme Court reversed court of appeals' decision upholding award of punitive damages against police board and officer in arrestee's claims under the ADA and the Rehabilitation Act of 1973.",EconomicActivity
2001072,,2002-03-18,2002-06-20,2000_2018,"Warren Christopher, Former Secretary Of State, Et Al. V. Jennifer K. Harbury","Claim that concealment of information caused widow to forego judicial relief to prevent foreign dissident's death failed to allege denial of access to courts, since underlying cause of action was not identified and relief was otherwise available.",EconomicActivity
2001080,,2002-02-20,2002-06-27,2000_2018,"Susan Tave Zelman, Superintendent Of Public Instruction Of Ohio, Et Al. V. Doris Simmons-harris Et Al.","Ohio's Pilot Project Scholarship Program, designed to provide educational choices to families in Cleveland, did not violate the Establishment Clause as it was a program of true private choice and was entirely neutral towards religion.",FirstAmendment
2001082,,2002-03-26,2002-06-27,2000_2018,"Republican Party Of Minnesota, Et Al. V. Suzanne White, Chairperson, Minnesota Board Of Judicial Standards, Et Al.","A state's canon of judicial conduct, prohibiting candidates for judicial election from announcing their views on disputed legal and political issues, violated the First Amendment.",FirstAmendment
2001086,,2001-12-05,2002-05-20,2000_2018,Mathias V. Worldcom Techs.,,EconomicActivity
2002006,,2002-10-07,2002-11-05,2000_2018,"Yellow Transportation, Inc. V. Michigan, Et Al.","The Interstate Commerce Commission's interpretation of the Intermodal Surface Transportation Efficiency Act was consistent with statutory language and reasonably resolved any ambiguity, so the state supreme court erred in declining to enforce it.",EconomicActivity
2002009,,2002-10-09,2002-12-10,2000_2018,"Karen Howsam, Etc. V. Dean Witter Reynolds, Inc.","The question of whether an arbitration was barred by the time limit set out in a securities dealers rule required resolution by the arbitrator, since the issue did not raise a substantive question of arbitrability requiring judicial resolution.",EconomicActivity
2002011,,2002-12-10,2002-12-16,2000_2018,Borden Ranch Partnership And Angelo K. Tsakopoulos V. United States Army Corps Of Engineers And Environmental Protection Agency,,EconomicActivity
2002013,,2002-11-04,2003-01-14,2000_2018,"Pierce County, Washington V. Ignacio Guillen, Legal Guardian Of Jennifer Guillen And Alma Guillen, Minors, Et Al.","A statute granting privilege to information gathered for a federal highway safety program, aimed at improving commerce channel safety and increasing protection for interstate commerce instrumentalities, was within Congress' Commerce Clause power.",EconomicActivity
2002015,,2002-10-09,2003-01-15,2000_2018,"Eric Eldred, Et Al. V. John D. Ashcroft, Attorney General","The Copyright Term Extension Act, which enlarged the duration of copyrights by 20 years, did not violate the First Amendment or the Copyright and Patent Clause of the United States Constitution.",EconomicActivity
2002018,,2002-10-08,2003-01-27,2000_2018,Federal Communications Commission V. Nextwave Personal Communications Inc. Et Al.,"FCC's cancellations of broadband spectrum licenses upon bankruptcy debtors' failure to make installment payments for the licenses was unlawful, since the cancellations revoked the licenses solely for nonpayment of debts dischargeable in bankruptcy.",EconomicActivity
2002021,,2002-12-04,2003-02-26,2000_2018,"Scheidler V. National Organization For Women, Inc.","Activities of abortion opponents in depriving abortion supporters of their right to legal abortions did not constitute predicate racketeering acts of extortion required for a RICO violation, since opponents obtained nothing of value from supporters.",Abortion
2002022,,2002-11-12,2003-03-04,2000_2018,"Victor Moseley And Cathy Moseley, Dba Victor's Little Secret V. V Secret Catalogue, Inc., Et Al.","Where owners of a famous trademark asserted a dilution claim against owners of a single lingerie store using a non-identical name, the trademark owners were required to show actual dilution, rather than a likelihood of dilution.",EconomicActivity
2002031,,2003-01-14,2003-03-10,2000_2018,"Cook County, Illinois V. United States Ex Rel. Janet Chandler","The statute providing liability for submitting false claims to the federal government applied to a county, since the treble damages provision of the statute was remedial as well as punitive and did not impliedly repeal county liability.",EconomicActivity
2002032,,2002-11-06,2003-03-10,2000_2018,Norfolk & Western Railway Company V. Freeman Ayers Et Al.,Mental anguish damages resulting from the fear of developing cancer were recoverable under the FELA by railroad workers suffering from the actionable injury asbestosis caused by work-related exposure to asbestos.,EconomicActivity
2002037,,2003-01-13,2003-03-31,2000_2018,"A. Elliott Archer, Et Ux. V. Arlene L. Warner","Where creditors and debtors settled a fraud suit and the debtors defaulted on the resulting promissory note, the settlement did not bar the creditors from alleging that the debt was nondischargeable because it was for money obtained by fraud.",EconomicActivity
2002039,2002-05-28,2002-12-11,2003-04-07,2000_2018,"Virginia V. Barry Elton Black, Richard J. Elliott, And Jonathan O'mara","Statutory prohibition of cross-burning with the intent to intimidate did not violate respondents' right to freedom of speech, since the statute banned intentional intimidating conduct rather than expression.",FirstAmendment
